Name(???),Commodities,Pesticides,MRL(mg/kg)
"?????(???, ?? ? ??)",Brassica leafy vegetables,Cyclaniliprole,0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Cypermethrin,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Cyfluthrin,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Cyhalothrin,0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Sulfoxaflor,0.3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Sethoxydim,10
"?????(???, ?? ? ??)",Brassica leafy vegetables,Spinetoram,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Spirotetramat,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Hydrogen cyanide,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Ametoctradin,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Amisulbrom,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Abamectin,0.3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Acetamiprid,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Acephate,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Emamectin benzoate,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Ethaboxam,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Etofenprox,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Ethoprophos(Ethoprop),0.02
"?????(???, ?? ? ??)",Brassica leafy vegetables,Oxolinic acid,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Imidacloprid,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Iprovalicarb,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Zoxamide,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Zineb,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Ziram,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Cadusafos,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Carbendazim,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Carbosulfan,0.3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Carbofuran,0.3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Captan,20
"?????(???, ?? ? ??)",Brassica leafy vegetables,Kresoxim-methyl,0.1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chromafenozide,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorantraniliprole,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorothalonil,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorfenapyr,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorfluazuron,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorpyrifos,0.2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Chlorpyrifos-methyl,0.2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Tebufenozide,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Tebupirimfos,0.01
"?????(???, ?? ? ??)",Brassica leafy vegetables,Teflubenzuron,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Tefluthrin,0.1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Tralomethrin,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Trichlorfon(DEP),0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Trifloxystrobin,0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Trifluralin,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiram,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiamethoxam,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiacloprid,0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiodicarb,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiobencarb,0.2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Thiophanate-methyl,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Famoxadone,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Ferbam,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fenitrothion : MEP,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pendimethalin,0.07
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fenvalerate,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Phenthoate : PAP,0.1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fosetyl-aluminium,20
"?????(???, ?? ? ??)",Brassica leafy vegetables,Phoxim,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Furathiocarb,0.3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Probenazole,0.07
"?????(???, ?? ? ??)",Brassica leafy vegetables,Propamocarb,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Profenofos,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Propineb,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Prohexadione-Calcium,5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Flonicamid,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Flubendiamide,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Flusulfamide,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fluazinam,0.05
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fluazifop-butyl,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Fluopicolide,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Flufenoxuron,3
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pyraclostrobin,0.5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pyraclofos,0.1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pyridaryl(Pyridalyl),5
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pirimiphos-methyl,2
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pyrifluquinazon,1
"?????(???, ?? ? ??)",Brassica leafy vegetables,Pymetrozine,0.5
??,Broad bean,Dichlofluanid,0.2
??,Broad bean,Bentazone,0.05
??,Broad bean,Bitertanol,0.2
??,Broad bean,Cyfluthrin,0.5
??,Broad bean,Cyhalothrin,0.2
??,Broad bean,Sethoxydim,10
??,Broad bean,Ethiofencarb,1
??,Broad bean,Triazophos,0.02
??,Broad bean,Thiobencarb,0.2
??,Broad bean,Parathion-Methyl,1
??,Broad bean,Permethrin(Permetrin),0.2
??,Broad bean,Pendimethalin,0.2
??,Broad bean,Fenvalerate,0.5
??,Broad bean,Fenbutatin oxide,0.5
??,Broad bean,Pyrethrins,1
????,Broccoli,Dinotefuran,2
????,Broccoli,Metaflumizone,0.3
????,Broccoli,Bifenthrin,1
????,Broccoli,Cyantraniliprole,0.7
????,Broccoli,Sulfoxaflor,0.2
????,Broccoli,Spinetoram,0.5
????,Broccoli,Amisulbrom,2
????,Broccoli,Acetamiprid,1
????,Broccoli,Azoxystrobin,0.05
????,Broccoli,Emamectin benzoate,0.1
????,Broccoli,Imidacloprid,5
????,Broccoli,Indoxacarb,1
????,Broccoli,Teflubenzuron,1
????,Broccoli,Thiamethoxam,1
????,Broccoli,Flubendiamide,3
????,Broccoli,Pyridaryl(Pyridalyl),3
????,Broccoli,Pymetrozine,1
??,Buckwheat,Dichlofluanid,0.1
??,Buckwheat,Malathion,2
??,Buckwheat,Metalaxyl,0.05
??,Buckwheat,Methomyl,0.5
??,Buckwheat,Methoprene,5
??,Buckwheat,Metolachlor,0.1
??,Buckwheat,Metribuzin,0.05
??,Buckwheat,Methiocarb,0.05
??,Buckwheat,Bentazone,0.2
??,Buckwheat,Bitertanol,0.1
??,Buckwheat,Cypermethrin,1
??,Buckwheat,Cyfluthrin,2
??,Buckwheat,Cyhalothrin,0.2
??,Buckwheat,Azinphos-methyl,0.2
??,Buckwheat,Ethoprophos(Ethoprop),0.005
??,Buckwheat,Ethiofencarb,1
??,Buckwheat,Ethylene dibromide : EDB,0.5
??,Buckwheat,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.05
??,Buckwheat,Omethoate,0.01
??,Buckwheat,Oxadixyl,0.1
??,Buckwheat,Oxamyl,0.02
??,Buckwheat,Imazalil,0.05
??,Buckwheat,"2,4-D",0.5
??,Buckwheat,Carbaryl : NAC,1
??,Buckwheat,Chlormequat,10
??,Buckwheat,Chlorpropham,0.05
??,Buckwheat,Thiodicarb,0.5
??,Buckwheat,Thiobencarb,0.1
??,Buckwheat,Parathion,0.3
??,Buckwheat,Parathion-Methyl,1
??,Buckwheat,Permethrin(Permetrin),2
??,Buckwheat,Pendimethalin,0.2
??,Buckwheat,Fenvalerate,2
??,Buckwheat,Fensulfothion,0.1
??,Buckwheat,Phosphamidone,0.1
??,Buckwheat,Phoxim,0.05
??,Buckwheat,Propiconazole,1
??,Buckwheat,Pyrethrins,3
??,Buckwheat,Pirimicarb,0.05
??,Buckwheat,Pirimiphos-methyl,5
??,Buds of Aralia,Milbemectin,0.1
??,Buds of Aralia,Fenazaquin,0.1
??,Burdock,Difenoconazole,1
??,Burdock,Lufenuron,0.05
??,Burdock,Bitertanol,2
??,Burdock,Cyhalothrin,0.05
??,Burdock,Sulfoxaflor,0.05
??,Burdock,Spirotetramat,0.05
??,Burdock,Acetamiprid,0.05
??,Burdock,Imicyafos,0.05
??,Burdock,Chlorantraniliprole,0.05
??,Burdock,Fenarimol,1
??,Burdock,Fosthiazate,0.05
???,Burdock leaves,Lufenuron,5
???,Burdock leaves,Cyhalothrin,0.7
???,Burdock leaves,Sulfoxaflor,1
???,Burdock leaves,Spirotetramat,10
???,Burdock leaves,Acetamiprid,0.5
???,Burdock leaves,Azoxystrobin,2
???,Burdock leaves,Imicyafos,2
???,Burdock leaves,Chlorantraniliprole,10
???,Burdock leaves,Fosthiazate,5
???,Cabbage,Glufosinate(ammonium),0.05
???,Cabbage,Napropamide,0.1
???,Cabbage,Dinotefuran,0.3
???,Cabbage,Dimethenamid,0.07
???,Cabbage,Dimethomorph,0.05
???,Cabbage,Dimethoate,2
???,Cabbage,Dicofol,1
???,Cabbage,Dichlofluanid,15
???,Cabbage,Lufenuron,0.2
???,Cabbage,Malathion,0.5
???,Cabbage,Maleic hydrazide,25
???,Cabbage,Mevinphos,1
???,Cabbage,Methamidophos,1
???,Cabbage,Metalaxyl,0.5
???,Cabbage,Methomyl,0.5
???,Cabbage,Methoxychlor,14
???,Cabbage,Metolachlor,1
???,Cabbage,Metribuzin,0.5
???,Cabbage,Methiocarb,0.2
???,Cabbage,Monocrotophos,0.2
???,Cabbage,Benomyl,1
???,Cabbage,Bensultap,0.2
???,Cabbage,Bentazone,0.2
???,Cabbage,Benfuracarb,0.5
???,Cabbage,Vinclozolin,1
???,Cabbage,Cypermethrin,1
???,Cabbage,Cyfluthrin,2
???,Cabbage,Cyhalothrin,0.2
???,Cabbage,Sethoxydim,10
???,Cabbage,Spinetoram,0.05
???,Cabbage,Hydrogen cyanide,5
???,Cabbage,Ametoctradin,0.05
???,Cabbage,Acephate,5
???,Cabbage,Isofenphos,0.05
???,Cabbage,Azinphos-methyl,0.5
???,Cabbage,Emamectin benzoate,0.1
???,Cabbage,Etofenprox,0.2
???,Cabbage,Ethoprophos(Ethoprop),0.02
???,Cabbage,Ethiofencarb,2
???,Cabbage,Omethoate,0.01
???,Cabbage,Oxadixyl,0.1
???,Cabbage,Oxamyl,1
???,Cabbage,Oxyfluorfen,0.05
???,Cabbage,Indoxacarb,0.2
???,Cabbage,Carbaryl : NAC,0.5
???,Cabbage,Carbendazim,1
???,Cabbage,Carbosulfan,0.5
???,Cabbage,Carbofuran,0.5
???,Cabbage,Cartap hydrochloride,0.2
???,Cabbage,Captan,2
???,Cabbage,Chlorantraniliprole,0.3
???,Cabbage,Chlorpropham,0.05
???,Cabbage,Chlorfluazuron,0.1
???,Cabbage,Triazophos,0.1
???,Cabbage,Thiodicarb,0.5
???,Cabbage,Thiobencarb,0.2
???,Cabbage,Thiocyclam,0.2
???,Cabbage,Thiophanate-methyl,1
???,Cabbage,Parathion,0.3
???,Cabbage,Parathion-Methyl,0.2
???,Cabbage,Permethrin(Permetrin),5
???,Cabbage,Fenamiphos,0.05
???,Cabbage,Pendimethalin,0.2
???,Cabbage,Fenvalerate,3
???,Cabbage,Fenbutatin oxide,2
???,Cabbage,Fenthion : MPP,0.5
???,Cabbage,Phosphamidone,0.2
???,Cabbage,Phoxim,0.05
???,Cabbage,Furathiocarb,0.5
???,Cabbage,Propamocarb,0.1
???,Cabbage,Flubendiamide,0.3
???,Cabbage,Fluazinam,0.05
???,Cabbage,Fluxapyroxad,3
???,Cabbage,Pyraclofos,0.1
???,Cabbage,Pyrethrins,1
???,Cabbage,Pyridaryl(Pyridalyl),0.5
???,Cabbage,Pirimicarb,1
???,Cabbage,Pirimiphos-methyl,1
?????,Cacao bean,Daminozide,N.D.
?????,Cacao bean,Oxyfluorfen,0.05
??,Carrot,Glufosinate(ammonium),0.05
??,Carrot,Nabam,0.2
??,Carrot,"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.2
??,Carrot,Dimethoate,1
??,Carrot,Dimethyl dithiocarbamates,0.2
??,Carrot,Dicofol,1
??,Carrot,Dicloran,10
??,Carrot,Dichlofluanid,15
??,Carrot,Dithiocarbamates,0.2
??,Carrot,Difenoconazole,0.5
??,Carrot,Linuron,0.05
??,Carrot,maneb,0.2
??,Carrot,Myclobutanil,1
??,Carrot,Mancozeb,0.2
??,Carrot,Malathion,0.5
??,Carrot,Maleic hydrazide,25
??,Carrot,Mevinphos,0.1
??,Carrot,Metalaxyl,0.05
??,Carrot,Methomyl,0.2
??,Carrot,Methoxychlor,14
??,Carrot,Methoxyfenozide,0.05
??,Carrot,Metribuzin,0.5
??,Carrot,Metconazole,0.05
??,Carrot,Metiram,0.2
??,Carrot,Monocrotophos,0.05
??,Carrot,Bentazone,0.2
??,Carrot,Benfuracarb,0.5
??,Carrot,Cypermethrin,0.05
??,Carrot,Cyhalothrin,0.5
??,Carrot,Sethoxydim,0.05
??,Carrot,Azinphos-methyl,0.5
??,Carrot,Ethalfluralin,0.05
??,Carrot,Ethiofencarb,5
??,Carrot,Omethoate,0.01
??,Carrot,Ortho-PhenylPhenol,10
??,Carrot,Oxadixyl,0.1
??,Carrot,Oxamyl,0.2
??,Carrot,"2,4-D",0.1
??,Carrot,Zineb,0.2
??,Carrot,Ziram,0.2
??,Carrot,Cadusafos,0.05
??,Carrot,Carbosulfan,0.5
??,Carrot,Carbofuran,0.5
??,Carrot,Captan,2
??,Carrot,Chlorothalonil,1
??,Carrot,Chlorpropham,0.1
??,Carrot,Triazophos,0.5
??,Carrot,Trifluralin,1
??,Carrot,Thiram,0.2
??,Carrot,Thiodicarb,0.2
??,Carrot,Thiobencarb,0.2
??,Carrot,Parathion,0.3
??,Carrot,Parathion-Methyl,1
??,Carrot,Permethrin(Permetrin),0.1
??,Carrot,Ferbam,0.2
??,Carrot,Fenamiphos,0.2
??,Carrot,Pendimethalin,0.2
??,Carrot,Fenvalerate,0.05
??,Carrot,Fenbutatin oxide,2
??,Carrot,Furathiocarb,0.5
??,Carrot,Propineb,0.2
??,Carrot,Fluazifop-butyl,2
??,Carrot,Pyrazophos,0.2
??,Carrot,Pyrethrins,1
??,Carrot,Pirimicarb,2
??,Carrot,Pirimiphos-methyl,0.5
??(??),Carrot(Dried),Azinphos-methyl,3
??(??),Carrot(Dried),Captan,3
????,Cattle by-product,Glyphosate,2
????,Cattle by-product,Dimethoate,0.05
????,Cattle by-product,Myclobutanil,0.1
????,Cattle by-product,Methidathion,0.02
????,Cattle by-product,Bendiocarb,0.05
????,Cattle by-product,Carbofuran,0.05
????,Cattle by-product,Chlorpyrifos-methyl,0.05
????,Cattle by-product,Clofentezine,0.1
????,Cattle by-product,Paraquat,0.05
????,Cattle by-product,Penconazole,0.05
????,Cattle by-product,Fenpropathrin,0.05
????,Cattle by-product,Prochloraz,5
????,Cattle by-product,Flusilazole,0.02
????,Cattle by-product,Pyriproxyfen,0.01
???,Cattle fat,Methamidophos,0.01
???,Cattle fat,Methidathion,0.02
???,Cattle fat,Bendiocarb,0.05
???,Cattle fat,Bifenthrin,0.5
???,Cattle fat,Acephate,0.1
???,Cattle fat,Carbofuran,0.05
???,Cattle fat,Chlorpyrifos-methyl,0.05
???,Cattle fat,Fenbuconazole,0.05
???,Cattle fat,Prochloraz,0.5
???,Cattle fat,Flusilazole,0.01
???,Cattle kidney,Diphenylamine,0.01
???,Cattle kidney,Bendiocarb,0.2
???,Cattle kidney,Bifenthrin,0.05
???,Cattle kidney,Chlorpyrifos,0.01
???,Cattle kidney,Paraquat,0.5
???,Cattle kidney,Fenarimol,0.02
???,Cattle kidney,Fenbuconazole,0.05
???,Cattle kidney,Fenpyroximate,0.01
??,Cattle liver,Diphenylamine,0.05
??,Cattle liver,Bifenthrin,0.05
??,Cattle liver,Chlorpyrifos,0.01
??,Cattle liver,Fenarimol,0.02
??,Cattle liver,Fenbuconazole,0.05
??,Cattle liver,Fenpyroximate,0.01
???,Cattle meat,gamma-BHC,2
???,Cattle meat,Glyphosate,0.1
???,Cattle meat,Diazinon,0.7
???,Cattle meat,Dimethoate,0.05
???,Cattle meat,Diphenylamine,0.01
???,Cattle meat,"Lindane, £^-BHC",2
???,Cattle meat,Myclobutanil,0.1
???,Cattle meat,Mecarbam,0.01
???,Cattle meat,Methamidophos,0.01
???,Cattle meat,Methidathion,0.02
???,Cattle meat,Methiocarb,0.05
???,Cattle meat,Monocrotophos,0.02
???,Cattle meat,Bendiocarb,0.05
???,Cattle meat,Bifenthrin,0.5
???,Cattle meat,Vinclozolin,0.05
???,Cattle meat,Acephate,0.1
???,Cattle meat,Isofenphos,0.02
???,Cattle meat,Edifenphos,0.02
???,Cattle meat,Etrimfos,0.01
???,Cattle meat,Ethiofencarb,0.02
???,Cattle meat,Ethion,2.5
???,Cattle meat,Endrin,0.1
???,Cattle meat,"2,4,5-T",0.05
???,Cattle meat,Carbaryl : NAC,0.2
???,Cattle meat,Carbendazim,0.1
???,Cattle meat,Carbofuran,0.05
???,Cattle meat,Chlorfenvinphos,0.2
???,Cattle meat,Chlorpyrifos,1
???,Cattle meat,Chlorpyrifos-methyl,0.05
???,Cattle meat,Clofentezine,0.05
???,Cattle meat,Chinomethionate,0.05
???,Cattle meat,Terbufos,0.05
???,Cattle meat,Triazophos,0.01
???,Cattle meat,Paraquat,0.05
???,Cattle meat,Fenarimol,0.02
???,Cattle meat,Fenbuconazole,0.05
???,Cattle meat,Fensulfothion,0.02
???,Cattle meat,Penconazole,0.05
???,Cattle meat,Phenthoate : PAP,0.05
???,Cattle meat,Fenthion : MPP,0.1
???,Cattle meat,Fenpropathrin,0.5
???,Cattle meat,Fenpyroximate,0.02
???,Cattle meat,Phosmet(PMP,1
???,Cattle meat,Prochloraz,0.1
???,Cattle meat,Flumethrin,0.2
???,Cattle meat,Flusilazole,0.01
???,Cattle meat,Pyriproxyfen,0.01
???,Celery,Dimethoate,1
???,Celery,Dicofol,1
???,Celery,Dicloran,10
???,Celery,Dichlofluanid,15
???,Celery,Linuron,0.5
???,Celery,Malathion,1
???,Celery,Maleic hydrazide,25
???,Celery,Methamidophos,1
???,Celery,Methomyl,0.5
???,Celery,Metolachlor,0.1
???,Celery,Metribuzin,0.5
???,Celery,Bentazone,0.2
???,Celery,Benfuracarb,0.1
???,Celery,Cyantraniliprole,15
???,Celery,Cypermethrin,5
???,Celery,Cyhalothrin,0.5
???,Celery,Sulfoxaflor,1.5
???,Celery,Sethoxydim,10
???,Celery,Spinetoram,6
???,Celery,Spinosad,1
???,Celery,Abamectin,0.05
???,Celery,Acephate,10
???,Celery,Isofenphos,0.02
???,Celery,Azinphos-methyl,0.5
???,Celery,Ethiofencarb,2
???,Celery,Omethoate,0.1
???,Celery,Oxadixyl,0.1
???,Celery,Oxamyl,5
???,Celery,"2,4-D",0.1
???,Celery,Carbaryl : NAC,1
???,Celery,Carbosulfan,0.1
???,Celery,Carbofuran,0.1
???,Celery,Captan,5
???,Celery,Chlorantraniliprole,7
???,Celery,Chlorpropham,0.05
???,Celery,Tetradifon,1
???,Celery,Trifluralin,0.05
???,Celery,Thiodicarb,0.5
???,Celery,Thiobencarb,0.2
???,Celery,Parathion,0.3
???,Celery,Parathion-Methyl,1
???,Celery,Permethrin(Permetrin),2
???,Celery,Pendimethalin,0.2
???,Celery,Fenvalerate,2
???,Celery,Fenbutatin oxide,2
???,Celery,Folpet,5
???,Celery,Furathiocarb,0.1
???,Celery,Propamocarb,0.2
???,Celery,Fluxapyroxad,10
???,Celery,Pyraclostrobin,4
???,Celery,Pyrethrins,1
???,Celery,Pirimicarb,1
??,Cereal Grains,Daminozide,N.D.
??,Cereal Grains,"DDT : Sum of p,p'-DDT, o,p'-DDT, p,p'-DDE and p,p'-TDE(DDD)",0.1
??,Cereal Grains,Malathion,2
??,Cereal Grains,Methiocarb,0.05
??,Cereal Grains,Methyl bromide : as Br ion,50
??,Cereal Grains,BHC,0.02
??,Cereal Grains,Azinphos-methyl,0.2
??,Cereal Grains,Aldrin & Dieldrin,0.02
??,Cereal Grains,Aluminium phosphide(Hydrogen phosphide),0.1
??,Cereal Grains,Omethoate,0.01
??,Cereal Grains,Oxadixyl,0.1
??,Cereal Grains,Carbophenothion,0.02
??,Cereal Grains,Chlorobenzilate,0.02
??,Cereal Grains,Chlorfenvinphos,0.05
??,Cereal Grains,Chlorpropham,0.05
??,Cereal Grains,Triazophos,0.05
??,Cereal Grains,Triforine,0.01
??,Cereal Grains,Trifluralin,0.05
??,Cereal Grains,Thiabendazole,0.2
??,Cereal Grains,Phosphamidone,0.1
??,Cereal Grains,Pirimiphos-methyl,5
??,Cereal Grains,Heptachlor : heptachlor ? heptachlor epoxide? ??,0.02
???,Chamnamul,Novaluron,10
???,Chamnamul,Diethofencarb,5
???,Chamnamul,Mepanipyrim,1
???,Chamnamul,Benomyl,2
???,Chamnamul,Bifenthrin,7
???,Chamnamul,Cypermethrin,5
???,Chamnamul,Emamectin benzoate,0.05
???,Chamnamul,Imidacloprid,1
???,Chamnamul,Indoxacarb,10
???,Chamnamul,Cadusafos,0.1
???,Chamnamul,Carbendazim,2
???,Chamnamul,Chlorfenapyr,20
???,Chamnamul,Thiophanate-methyl,2
???,Chamnamul,Fenvalerate,1
???,Chamnamul,Flufenoxuron,5
???,Chamnamul,Pyridaryl(Pyridalyl),20
???,Chamnamul,Pymetrozine,0.7
??,Chard,Dimethomorph,30
??,Chard,Lufenuron,10
??,Chard,Metalaxyl,20
??,Chard,Benfuracarb,2
??,Chard,Boscalid,30
??,Chard,Bistrifluron,10
??,Chard,Bifenthrin,1
??,Chard,Cymoxanil,2
??,Chard,Cymoxanil,2
??,Chard,Cyazofamid,10
??,Chard,Spinetoram,1
??,Chard,Acetamiprid,7
??,Chard,Azoxystrobin,50
??,Chard,Ethaboxam,20
??,Chard,Imidacloprid,1
??,Chard,Indoxacarb,15
??,Chard,Carbosulfan,2
??,Chard,Carbofuran,2
??,Chard,Chlorantraniliprole,5
??,Chard,Tebuconazole,15
??,Chard,Thiamethoxam,10
??,Chard,Fenhexamid,15
??,Chard,Furathiocarb,2
??,Chard,Fluquinconazole,20
??,Chard,Pyrimethanil,30
??,Chard,Pymetrozine,1
??,Cherry,Glufosinate(ammonium),0.15
??,Cherry,Daminozide,N.D.
??,Cherry,Dodine,2
??,Cherry,Dinotefuran,2
??,Cherry,Dimethoate,2
??,Cherry,Dicofol,1
??,Cherry,Dicloran,10
??,Cherry,Dichlobenil,0.15
??,Cherry,Dichlofluanid,2
??,Cherry,Difenoconazole,2
??,Cherry,Myclobutanil,2
??,Cherry,Malathion,0.5
??,Cherry,Maleic hydrazide,40
??,Cherry,Mevinphos,1
??,Cherry,Methoxychlor,14
??,Cherry,Metolachlor,0.1
??,Cherry,Methiocarb,5
??,Cherry,Boscalid,4
??,Cherry,Buprofezin,1
??,Cherry,Bromopropylate,5
??,Cherry,Bitertanol,2
??,Cherry,Vinclozolin,5
??,Cherry,Cyantraniliprole,6
??,Cherry,Cypermethrin,1
??,Cherry,Cyflumetofen,0.7
??,Cherry,Cyfluthrin,1
??,Cherry,Cyhalothrin,0.5
??,Cherry,Saflufenacil,0.03
??,Cherry,Sulfoxaflor,1.5
??,Cherry,Sethoxydim,1
??,Cherry,Spinetoram,0.2
??,Cherry,Spinosad,0.2
??,Cherry,Spirodiclofen,2
??,Cherry,Spiromesifen,1
??,Cherry,Spirotetramat,3
??,Cherry,Simazine,0.25
??,Cherry,Acequinocyl,0.5
??,Cherry,Acetamiprid,0.2
??,Cherry,Azinphos-methyl,1
??,Cherry,Etrimfos,0.01
??,Cherry,Ethiofencarb,10
??,Cherry,Omethoate,0.01
??,Cherry,Ortho-PhenylPhenol,3
??,Cherry,Oxadiazon,0.05
??,Cherry,Oxamyl,0.5
??,Cherry,Oxyfluorfen,0.05
??,Cherry,Imidacloprid,3
??,Cherry,"2,4-D",0.05
??,Cherry,Iprodione,10
??,Cherry,Indoxacarb,0.3
??,Cherry,Captan,5
??,Cherry,Chlorfenapyr,1
??,Cherry,Chlorpropham,0.05
??,Cherry,Clothianidin,0.5
??,Cherry,Clofentezine,0.2
??,Cherry,Tebuconazole,2
??,Cherry,Tetradifon,2
??,Cherry,Teflubenzuron,0.05
??,Cherry,Triforine,2
??,Cherry,Trifluralin,0.05
??,Cherry,Parathion,0.3
??,Cherry,Parathion-Methyl,0.01
??,Cherry,Paclobutrazol,0.05
??,Cherry,Permethrin(Permetrin),5
??,Cherry,Fenarimol,1
??,Cherry,Fenamiphos,0.2
??,Cherry,Pendimethalin,0.05
??,Cherry,Fenvalerate,2
??,Cherry,Fenbuconazole,2
??,Cherry,Fenbutatin oxide,5
??,Cherry,Fenthion : MPP,0.5
??,Cherry,Fenpropathrin,5
??,Cherry,Fenhexamid,5
??,Cherry,Phosalone,10
??,Cherry,Phosphamidone,0.2
??,Cherry,Folpet,2
??,Cherry,Procymidone,5
??,Cherry,Prochloraz,2
??,Cherry,Propiconazole,2
??,Cherry,Fludioxonil,4
??,Cherry,Flubendiamide,2
??,Cherry,Fluazifop-butyl,0.05
??,Cherry,Fluopyram,0.6
??,Cherry,Flufenoxuron,1
??,Cherry,Fluxapyroxad,3
??,Cherry,Pyraclostrobin,2
??,Cherry,Pyrethrins,1
??,Cherry,Pyrimethanil,4
??,Cherry,Pirimicarb,1
??,Cherry,Pirimiphos-methyl,1
??,Cherry,Pymetrozine,1
?,Chestnut,Glyphosate,0.05
?,Chestnut,Daminozide,N.D.
?,Chestnut,Deltamethrin,0.05
?,Chestnut,Dinotefuran,0.05
?,Chestnut,Dicofol,1
?,Chestnut,Dichlorvos : DDVP,0.5
?,Chestnut,Dichlofluanid,15
?,Chestnut,Malathion,2
?,Chestnut,Maleic hydrazide,40
?,Chestnut,Methoxyfenozide,0.1
?,Chestnut,Bensultap,0.1
?,Chestnut,Benfuracarb,0.05
?,Chestnut,Buprofezin,0.05
?,Chestnut,Bifenthrin,0.05
?,Chestnut,Cypermethrin,2
?,Chestnut,Cyhalothrin,0.5
?,Chestnut,Saflufenacil,0.02
?,Chestnut,Sethoxydim,1
?,Chestnut,Etofenprox,0.05
?,Chestnut,Ethiofencarb,5
?,Chestnut,"Endosulfan : Sum of £\,£]-endosulfan and endosulfan sulfate",0.05
?,Chestnut,Oxadiazon,0.05
?,Chestnut,Oxamyl,0.5
?,Chestnut,"2,4-D",0.2
?,Chestnut,Carbaryl : NAC,0.5
?,Chestnut,Carbosulfan,0.05
?,Chestnut,Carbofuran,0.05
?,Chestnut,Cartap hydrochloride,0.1
?,Chestnut,Chlorpropham,0.05
